match_id,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire,reserve_umpire,tv_umpire,match_referee,result,winner_by_runs,winner_by_wicket
1140384,England,Sri Lanka,male,2018/19,43400,England tour of Sri Lanka,0,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,JL Denly,REJ Martinesz,RR Wimalasiri,LE Hannibal,RSA Palliyaguruge,RB Richardson,England,30,0
1140992,India,Ireland,male,2018,43278,India tour of Ireland and England,1,"The Village, Malahide",Dublin,Ireland,field,Kuldeep Yadav,M Hawthorne,R Black,PA Reynolds,AJ Neill,BC Broad,India,76,0
1140993,India,Ireland,male,2018,43280,India tour of Ireland and England,2,"The Village, Malahide",Dublin,Ireland,field,KL Rahul,R Black,AJ Neill,PA Reynolds,M Hawthorne,BC Broad,India,143,0
1141232,West Indies,ICC World XI,male,2018,43251,ICC World XI tour of England,0,Lord's,London,ICC World XI,field,E Lewis,AG Wharf,RJ Bailey,PK Baldwin,0,BC Broad,West Indies,72,0
1142589,South Africa,Sri Lanka,male,2018,43326,South Africa tour of Sri Lanka,0,"R.Premadasa Stadium, Khettarama",Colombo,South Africa,bat,DM de Silva,REJ Martinesz,RSA Palliyaguruge,RR Wimalasiri,LE Hannibal,J Srinath,Sri Lanka,0,3
1142913,Pakistan,Zimbabwe,male,2018,43282,Zimbabwe Twenty20 Tri-Series,1,Harare Sports Club,0,Zimbabwe,field,Asif Ali,RB Tiffin,TJ Matibiri,I Chabi,L Rusere,JJ Crowe,Pakistan,74,0
1142914,Pakistan,Australia,male,2018,43283,Zimbabwe Twenty20 Tri-Series,2,Harare Sports Club,0,Australia,field,B Stanlake,RB Tiffin,TJ Matibiri,L Rusere,I Chabi,JJ Crowe,Australia,0,9
1142915,Australia,Zimbabwe,male,2018,43284,Zimbabwe Twenty20 Tri-Series,3,Harare Sports Club,0,Zimbabwe,field,AJ Finch,TJ Matibiri,L Rusere,I Chabi,RB Tiffin,JJ Crowe,Australia,100,0
1142916,Zimbabwe,Pakistan,male,2018,43285,Zimbabwe Twenty20 Tri-Series,4,Harare Sports Club,0,Pakistan,field,SF Mire,I Chabi,L Rusere,TJ Matibiri,RB Tiffin,JJ Crowe,Pakistan,0,7
1142917,Pakistan,Australia,male,2018,43286,Zimbabwe Twenty20 Tri-Series,5,Harare Sports Club,0,Australia,field,Fakhar Zaman,RB Tiffin,L Rusere,I Chabi,TJ Matibiri,JJ Crowe,Pakistan,45,0
1142918,Zimbabwe,Australia,male,2018,43287,Zimbabwe Twenty20 Tri-Series,6,Harare Sports Club,0,Zimbabwe,bat,AJ Tye,RB Tiffin,TJ Matibiri,I Chabi,L Rusere,JJ Crowe,Australia,0,5
1142919,Australia,Pakistan,male,2018,43289,Zimbabwe Twenty20 Tri-Series,0,Harare Sports Club,0,Australia,bat,Fakhar Zaman,RB Tiffin,L Rusere,I Chabi,TJ Matibiri,JJ Crowe,Pakistan,0,6
1144149,South Africa,Zimbabwe,male,2018/19,43382,Zimbabwe tour of South Africa,1,Buffalo Park,East London,South Africa,bat,Imran Tahir,AT Holdstock,S George,A Paleker,BP Jele,JJ Crowe,South Africa,34,0
1144150,Zimbabwe,South Africa,male,2018/19,43385,Zimbabwe tour of South Africa,2,Senwes Park,Potchefstroom,Zimbabwe,bat,D Paterson,A Paleker,S George,BP Jele,AT Holdstock,JJ Crowe,South Africa,0,6
1144161,South Africa,Pakistan,male,2018/19,43497,Pakistan tour of South Africa,1,Newlands,Cape Town,Pakistan,field,DA Miller,BP Jele,AT Holdstock,BM White,A Paleker,RS Madugalle,South Africa,6,0
1144162,South Africa,Pakistan,male,2018/19,43499,Pakistan tour of South Africa,2,The Wanderers Stadium,Johannesburg,Pakistan,field,DA Miller,A Paleker,AT Holdstock,BM White,BP Jele,RS Madugalle,South Africa,7,0
1144163,South Africa,Pakistan,male,2018/19,43502,Pakistan tour of South Africa,3,SuperSport Park,Centurion,South Africa,field,Shadab Khan,BP Jele,AT Holdstock,Stephen Harris,A Paleker,RS Madugalle,Pakistan,27,0
1144172,South Africa,Sri Lanka,male,2018/19,43543,Sri Lanka tour of South Africa,1,Newlands,Cape Town,South Africa,field,DA Miller,BP Jele,AT Holdstock,A Paleker,S George,AJ Pycroft,South Africa,0,0
1144173,South Africa,Sri Lanka,male,2018/19,43546,Sri Lanka tour of South Africa,2,SuperSport Park,Centurion,Sri Lanka,field,HE van der Dussen,BP Jele,S George,AT Holdstock,A Paleker,AJ Pycroft,South Africa,16,0
1144989,South Africa,Australia,male,2018/19,43421,South Africa tour of Australia,0,Carrara Oval,0,Australia,field,T Shamsi,P Wilson,GA Abood,SAJ Craig,SD Fry,JJ Crowe,South Africa,21,0
1144992,Australia,India,male,2018/19,43429,India tour of Australia,3,Sydney Cricket Ground,0,Australia,bat,KH Pandya,P Wilson,GA Abood,PJ Gillespie,SD Fry,JJ Crowe,India,0,6
1145982,Afghanistan,Bangladesh,male,2018,43254,Afghanistan tour of India,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Bangladesh,field,Rashid Khan,Ahmed Shah Pakteen,Bismillah Shinwari,Mahmood Kharoti,Izatullah Safi,AJ Pycroft,Afghanistan,45,0
1145983,Bangladesh,Afghanistan,male,2018,43256,Afghanistan tour of India,2,Rajiv Gandhi International Cricket Stadium,Dehradun,Bangladesh,bat,Rashid Khan,Bismillah Shinwari,Izatullah Safi,Mehmood Kharotai,Ahmed Shah Pakteen,AJ Pycroft,Afghanistan,0,6
1145984,Afghanistan,Bangladesh,male,2018,43258,Afghanistan tour of India,3,Rajiv Gandhi International Cricket Stadium,Dehradun,Afghanistan,bat,Mushfiqur Rahim,Ahmed Shah Pakteen,Izatullah Safi,Mehmood Kharotai,Bismillah Shinwari,AJ Pycroft,Afghanistan,1,0
1146724,Bangladesh,West Indies,male,2018,43316,Bangladesh tour of West Indies and United States of America,2,Central Broward Regional Park Stadium Turf Ground,Lauderhill,West Indies,field,Tamim Iqbal,LS Reifer,JS Wilson,N Duguid,GO Brathwaite,BC Broad,Bangladesh,12,0
1150143,Afghanistan,Ireland,male,2018,43332,Afghanistan tour of Ireland,1,"Bready Cricket Club, Magheramason",Bready,Ireland,field,R Black,AJ Neill,PA Reynolds,M Hawthorne,RS Madugalle,0,Afghanistan,16,0
1150144,Afghanistan,Ireland,male,2018,43334,Afghanistan tour of Ireland,2,"Bready Cricket Club, Magheramason",Bready,Afghanistan,bat,M Hawthorne,PA Reynolds,AJ Neill,R Black,RS Madugalle,0,Afghanistan,81,0
1152840,England,Pakistan,male,2019,43590,Pakistan tour of England,0,Sophia Gardens,Cardiff,Pakistan,bat,EJG Morgan,MA Gough,AG Wharf,RJ Bailey,RT Robinson,RB Richardson,England,0,7
1153317,Bangladesh,West Indies,male,2018/19,43451,West Indies tour of Bangladesh,1,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,SS Cottrell,Sharfuddoula,Tanvir Ahmed,Gazi Sohel,Masudur Rahman,JJ Crowe,West Indies,0,8
1153318,Bangladesh,West Indies,male,2018/19,43454,West Indies tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,West Indies,field,Shakib Al Hasan,Tanvir Ahmed,Gazi Sohel,Masudur Rahman,Sharfuddoula,JJ Crowe,Bangladesh,36,0
1153319,Bangladesh,West Indies,male,2018/19,43456,West Indies tour of Bangladesh,3,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,E Lewis,Tanvir Ahmed,Masudur Rahman,Sharfuddoula,Gazi Sohel,JJ Crowe,West Indies,50,0
1153696,New Zealand,India,male,2018/19,43502,India tour of New Zealand,1,Westpac Stadium,Wellington,India,field,TL Seifert,CM Brown,SB Haig,A Mehrotra,WR Knights,DC Boon,New Zealand,80,0
1153697,New Zealand,India,male,2018/19,43504,India tour of New Zealand,2,Eden Park,Auckland,New Zealand,bat,KH Pandya,CM Brown,WR Knights,AL Gillies,SB Haig,DC Boon,India,0,7
1153698,New Zealand,India,male,2018/19,43506,India tour of New Zealand,3,Seddon Park,Hamilton,India,field,C Munro,SB Haig,WR Knights,AL Gillies,CM Brown,DC Boon,New Zealand,0,4
1153843,New Zealand,Sri Lanka,male,2018/19,43476,Sri Lanka tour of New Zealand,0,Eden Park,Auckland,Sri Lanka,field,DAJ Bracewell,SB Haig,WR Knights,A Mehrotra,CM Brown,RB Richardson,New Zealand,35,0
1157372,Pakistan,Australia,male,2018/19,43397,Australia tour of United Arab Emirates,1,Sheikh Zayed Stadium,Abu Dhabi,Australia,field,Imad Wasim,Shozab Raza,Ahsan Raza,Rashid Riaz,Asif Yaqoob,RS Madugalle,Pakistan,66,0
1157373,Pakistan,Australia,male,2018/19,43399,Australia tour of United Arab Emirates,2,Dubai International Cricket Stadium,0,Pakistan,bat,Imad Wasim,Asif Yaqoob,Ahsan Raza,Rashid Riaz,Shozab Raza,RS Madugalle,Pakistan,11,0
1157374,Pakistan,Australia,male,2018/19,43401,Australia tour of United Arab Emirates,3,Dubai International Cricket Stadium,0,Pakistan,bat,Shadab Khan,Shozab Raza,Rashid Riaz,Asif Yaqoob,Ahsan Raza,RS Madugalle,Pakistan,33,0
1157375,Pakistan,New Zealand,male,2018/19,43404,New Zealand tour of United Arab Emirates,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Mohammad Hafeez,0,Asif Yaqoob,Shozab Raza,Rashid Riaz,J Srinath,Pakistan,2,0
1157376,New Zealand,Pakistan,male,2018/19,43406,New Zealand tour of United Arab Emirates,2,Dubai International Cricket Stadium,0,New Zealand,bat,Shaheen Shah Afridi,0,Shozab Raza,Rashid Riaz,Asif Yaqoob,J Srinath,Pakistan,0,6
1157377,Pakistan,New Zealand,male,2018/19,43408,New Zealand tour of United Arab Emirates,3,Dubai International Cricket Stadium,0,Pakistan,bat,Babar Azam,Asif Yaqoob,Asif Yaqoob,Rashid Riaz,Shozab Raza,J Srinath,Pakistan,47,0
1157759,West Indies,India,male,2018/19,43408,West Indies tour of India,1,Eden Gardens,Kolkata,India,field,Kuldeep Yadav,C Shamshuddin,CK Nandan,AY Dandekar,AK Chaudhary,BC Broad,India,0,5
1157760,India,West Indies,male,2018/19,43410,West Indies tour of India,2,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,West Indies,field,RG Sharma,AK Chaudhary,CK Nandan,AY Dandekar,C Shamshuddin,BC Broad,India,71,0
1157761,West Indies,India,male,2018/19,43415,West Indies tour of India,3,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,S Dhawan,C Shamshuddin,AK Chaudhary,AY Dandekar,CK Nandan,BC Broad,India,0,6
1158071,West Indies,England,male,2018/19,43529,England tour of West Indies,1,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,England,field,JM Bairstow,N Duguid,GO Brathwaite,Zahid Bassarath,LS Reifer,AJ Pycroft,England,0,4
1158072,West Indies,England,male,2018/19,43532,England tour of West Indies,2,"Warner Park, St Kitts",Basseterre,West Indies,field,SW Billings,LS Reifer,GO Brathwaite,Jonathan Blades,N Duguid,AJ Pycroft,England,137,0
1158073,West Indies,England,male,2018/19,43534,England tour of West Indies,3,"Warner Park, St Kitts",Basseterre,West Indies,bat,DJ Willey,N Duguid,LS Reifer,Jonathan Blades,GO Brathwaite,AJ Pycroft,England,0,8
1168112,Afghanistan,Ireland,male,2018/19,43517,Ireland tour of India,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Ireland,bat,Mohammad Nabi,Ahmed Shah Pakteen,Izatullah Safi,Ahmed Shah Durrani,Bismillah Shinwari,J Srinath,Afghanistan,0,5
1168113,Afghanistan,Ireland,male,2018/19,43519,Ireland tour of India,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Afghanistan,bat,Hazratullah,Bismillah Shinwari,Ahmed Shah Durrani,Izatullah Safi,Ahmed Shah Pakteen,J Srinath,Afghanistan,84,0
1168114,Afghanistan,Ireland,male,2018/19,43520,Ireland tour of India,3,"Rajiv Gandhi International Cricket Stadium, Dehradun",Dehra Dun,Ireland,field,Mohammad Nabi,Ahmed Shah Durrani,Izatullah Safi,Bismillah Shinwari,Ahmed Shah Pakteen,J Srinath,Afghanistan,32,0
1168247,India,Australia,male,2018/19,43520,Australia tour of India,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Australia,field,NM Coulter-Nile,C Shamshuddin,Nitin Menon,CK Nandan,AK Chaudhary,RS Madugalle,Australia,0,3
1168248,India,Australia,male,2018/19,43523,Australia tour of India,2,M.Chinnaswamy Stadium,Bengaluru,Australia,field,GJ Maxwell,AK Chaudhary,CK Nandan,C Shamshuddin,Nitin Menon,RS Madugalle,Australia,0,7
1168522,Ireland,Zimbabwe,male,2019,43660,Ireland v Zimbabwe,3,Bready,Derry,Zimbabwe,field,R Black,AJ Neill,M Hawthorne,JJ Crowe,0,0,Zimbabwe,0,8
1119544,India,England,male,2018,43287,India tour of Ireland and England,2,Sophia Gardens,Cardiff,England,field,AD Hales,RT Robinson,MA Gough,RJ Bailey,AG Wharf,DC Boon,England,0,5
