match_id,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire,reserve_umpire,tv_umpire,match_referee,result,winner_by_runs,winner_by_wicket
1243388,India,England,male,2020/21,44267,India v England,1,Narendra Modi Stadium,Ahmedabad,England,field,JC Archer,Nitin Menon,KN Ananthapadmanabhan,AK Chaudhary,VK Sharma,J Srinath,England,0,8
1243389,England,India,male,2020/21,44269,England tour of India,2,Narendra Modi Stadium,Ahmedabad,India,field,Ishan Kishan,AK Chaudhary,KN Ananthapadmanabhan,Nitin Menon,VK Sharma,J Srinath,India,0,7
1243390,India,England,male,2020/21,44271,England tour of India,3,Narendra Modi Stadium,Ahmedabad,England,field,JC Buttler,AK Chaudhary,VK Sharma,KN Ananthapadmanabhan,Nitin Menon,J Srinath,England,0,8
1243391,India,England,male,2020/21,44273,England tour of India,4,Narendra Modi Stadium,Ahmedabad,England,field,SA Yadav,KN Ananthapadmanabhan,Nitin Menon,AK Chaudhary,VK Sharma,J Srinath,India,8,0
1243392,India,England,male,2020/21,44275,England tour of India,5,Narendra Modi Stadium,Ahmedabad,England,field,B Kumar,AK Chaudhary,Nitin Menon,VK Sharma,KN Ananthapadmanabhan,J Srinath,India,36,0
1249206,Sri Lanka,England,male,2021,44370,Sri Lanka tour of England,1,"Sophia Gardens, Cardiff",Cardiff,Sri Lanka,bat,JC Buttler,DJ Millns,MJ Saggers,S Redfern,M Burns,Phil Whitticase,England,8,0
1249206,Sri Lanka,England,male,2021,44370,Sri Lanka tour of England,1,"Sophia Gardens, Cardiff",Cardiff,Sri Lanka,bat,JC Buttler,DJ Millns,MJ Saggers,S Redfern,M Burns,Phil Whitticase,England,0,8
1249207,Sri Lanka,England,male,2021,44371,Sri Lanka tour of England,2,"Sophia Gardens, Cardiff",Cardiff,Sri Lanka,bat,LS Livingstone,AG Wharf,M Burns,DJ Millns,MJ Saggers,Phil Whitticase,England,0,5
1249208,England,Sri Lanka,male,2021,44373,Sri Lanka tour of England,3,"The Rose Bowl, Southampton",Southampton,Sri Lanka,field,DJ Malan,AG Wharf,MJ Saggers,M Burns,DJ Millns,Phil Whitticase,England,89,0
1251575,South Africa,Pakistan,male,2021,44296,Pakistan tour of South Africa,1,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,bat,Mohammad Rizwan,AT Holdstock,A Paleker,S George,BP Jele,AJ Pycroft,Pakistan,0,4
1251576,Pakistan,South Africa,male,2021,44298,Pakistan tour of South Africa,2,"The Wanderers Stadium, Johannesburg",Johannesburg,Pakistan,bat,GF Linde,AT Holdstock,BP Jele,A Paleker,S George,AJ Pycroft,South Africa,0,6
1251577,South Africa,Pakistan,male,2021,44300,Pakistan tour of South Africa,3,"SuperSport Park, Centurion",Centurion,Pakistan,field,Babar Azam,A Paleker,BP Jele,S George,AT Holdstock,AJ Pycroft,Pakistan,0,9
1251578,South Africa,Pakistan,male,2021,44302,Pakistan tour of South Africa,4,"SuperSport Park, Centurion",Centurion,Pakistan,field,Faheem Ashraf,AT Holdstock,S George,BP Jele,A Paleker,AJ Pycroft,Pakistan,0,3
1251953,South Africa,Ireland,male,2021,,,,"The Village, Malahide, Dublin",Dublin,Ireland,field,T Shamsi,AJ Neill,M Hawthorne,R Black,PA Reynolds,K Gallagher,South Africa,33,0
1251954,South Africa,Ireland,male,2021,44399,South Africa tour of Ireland,2,"Civil Service Cricket Club, Stormont, Belfast",Belfast,South Africa,bat,DA Miller,PA Reynolds,R Black,M Hawthorne,AJ Neill,K Gallagher,South Africa,42,0
1251955,South Africa,Ireland,male,2021,44401,South Africa tour of Ireland,3,"Civil Service Cricket Club, Stormont, Belfast",Belfast,South Africa,bat,T Bavuma,AJ Neill,M Hawthorne,PA Reynolds,R Black,K Gallagher,South Africa,49,0
1252058,Afghanistan,Zimbabwe,male,2020/21,44272,Zimbabwe tour of United Arab Emirates,1,Sheikh Zayed Stadium,Abu Dhabi,Zimbabwe,field,Rahmanullah Gurbaz,Aleem Dar,Izatullah Safi,Ahmed Shah Durrani,Ahmed Shah Pakteen,RS Madugalle,Afghanistan,48,0
1252059,Afghanistan,Zimbabwe,male,2020/21,44274,Zimbabwe tour of United Arab Emirates,2,Sheikh Zayed Stadium,Abu Dhabi,Afghanistan,bat,Mohammad Nabi,Ahmed Shah Durrani,Aleem Dar,Ahmed Shah Pakteen,Izatullah Safi,RS Madugalle,Afghanistan,45,0
1252060,Afghanistan,Zimbabwe,male,2020/21,44275,Zimbabwe tour of United Arab Emirates,3,Sheikh Zayed Stadium,Abu Dhabi,Afghanistan,bat,Najibullah Zadran,Aleem Dar,Izatullah Safi,Ahmed Shah Durrani,Ahmed Shah Pakteen,RS Madugalle,Afghanistan,47,0
1252066,Sri Lanka,West Indies,male,2020/21,,,,"Coolidge Cricket Ground, Antigua",Coolidge,West Indies,field,KA Pollard,GO Brathwaite,N Duguid,PA Gustard,LS Reifer,RB Richardson,West Indies,0,4
1252067,Sri Lanka,West Indies,male,2020/21,44260,Sri Lanka tour of West Indies,2,"Coolidge Cricket Ground, Antigua",Coolidge,Sri Lanka,bat,PWH de Silva,LS Reifer,N Duguid,PA Gustard,GO Brathwaite,RB Richardson,Sri Lanka,43,0
1252068,Sri Lanka,West Indies,male,2020/21,44262,Sri Lanka tour of West Indies,3,"Coolidge Cricket Ground, Antigua",Coolidge,Sri Lanka,bat,FA Allen,JS Wilson,PA Gustard,N Duguid,GO Brathwaite,RB Richardson,West Indies,0,3
1256720,England,West Indies,male,2021/22,44583,England tour of West Indies,1,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,field,JO Holder,GO Brathwaite,JS Wilson,N Duguid,LS Reifer,RB Richardson,West Indies,0,9
1256721,England,West Indies,male,2021/22,44584,England tour of West Indies,2,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,field,MM Ali,JS Wilson,N Duguid,PA Gustard,GO Brathwaite,RB Richardson,England,1,0
1256722,West Indies,England,male,2021/22,44587,England tour of West Indies,3,"Kensington Oval, Bridgetown, Barbados",Bridgetown,England,field,R Powell,GO Brathwaite,LS Reifer,PA Gustard,N Duguid,RB Richardson,West Indies,20,0
1256723,England,West Indies,male,2021/22,44590,England tour of West Indies,4,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,field,MM Ali,LS Reifer,PA Gustard,N Duguid,GO Brathwaite,RB Richardson,England,34,0
1256724,West Indies,England,male,2021/22,44591,England tour of West Indies,5,"Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,bat,JO Holder,GO Brathwaite,N Duguid,LS Reifer,PA Gustard,RB Richardson,West Indies,17,0
1257183,Pakistan,Zimbabwe,male,2021,44307,Pakistan tour of Zimbabwe,1,Harare Sports Club,Harare,Zimbabwe,field,Mohammad Rizwan,I Chabi,L Rusere,F Mutizwa,C Phiri,AJ Pycroft,Pakistan,11,0
1257184,Zimbabwe,Pakistan,male,2021,44309,Pakistan tour of Zimbabwe,2,Harare Sports Club,Harare,Pakistan,field,LM Jongwe,I Chabi,L Rusere,C Phiri,F Mutizwa,AJ Pycroft,Zimbabwe,19,0
1257185,Pakistan,Zimbabwe,male,2021,44311,Pakistan tour of Zimbabwe,3,Harare Sports Club,Harare,Pakistan,bat,Hasan Ali,I Chabi,L Rusere,F Mutizwa,C Phiri,AJ Pycroft,Pakistan,24,0
1262758,India,Sri Lanka,male,2021,44402,India tour of Sri Lanka,1,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,field,B Kumar,HDPK Dharmasena,RR Wimalasiri,LE Hannibal,RSA Palliyaguruge,RS Madugalle,India,38,0
1262759,India,Sri Lanka,male,2021,44405,India tour of Sri Lanka,2,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,field,DM de Silva,RMPJ Rambukwella,RSA Palliyaguruge,RR Wimalasiri,HDPK Dharmasena,RS Madugalle,Sri Lanka,0,4
1262760,India,Sri Lanka,male,2021,44406,India tour of Sri Lanka,3,"R Premadasa Stadium, Colombo",Colombo,India,bat,PWH de Silva,HDPK Dharmasena,RSA Palliyaguruge,RMPJ Rambukwella,LE Hannibal,RS Madugalle,Sri Lanka,0,7
1263151,South Africa,West Indies,male,2021,44373,South Africa tour of West Indies,1,"National Cricket Stadium, St George's, Grenada",St George's,West Indies,field,E Lewis,LS Reifer,PA Gustard,GO Brathwaite,N Duguid,RB Richardson,West Indies,0,8
1263152,South Africa,West Indies,male,2021,44374,South Africa tour of West Indies,2,"National Cricket Stadium, St George's, Grenada",St George's,West Indies,field,GF Linde,GO Brathwaite,N Duguid,PA Gustard,JS Wilson,RB Richardson,South Africa,16,0
1263153,South Africa,West Indies,male,2021,44376,South Africa tour of West Indies,3,"National Cricket Stadium, St George's, Grenada",St George's,West Indies,field,T Shamsi,JS Wilson,N Duguid,LS Reifer,PA Gustard,RB Richardson,South Africa,1,0
1263154,West Indies,South Africa,male,2021,44378,South Africa tour of West Indies,4,"National Cricket Stadium, St George's, Grenada",St George's,South Africa,field,KA Pollard,LS Reifer,PA Gustard,JS Wilson,GO Brathwaite,RB Richardson,West Indies,21,0
1263155,South Africa,West Indies,male,2021,44380,South Africa tour of West Indies,5,"National Cricket Stadium, St George's, Grenada",St George's,South Africa,bat,AK Markram,GO Brathwaite,JS Wilson,N Duguid,LS Reifer,RB Richardson,South Africa,25,0
1263156,West Indies,Australia,male,2021,44386,Australia tour of West Indies,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Australia,field,OC McCoy,N Duguid,PA Gustard,JS Wilson,LS Reifer,RB Richardson,West Indies,18,0
1263157,West Indies,Australia,male,2021,44387,Australia tour of West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Australia,field,SO Hetmyer,GO Brathwaite,JS Wilson,LS Reifer,PA Gustard,RB Richardson,West Indies,56,0
1263158,Australia,West Indies,male,2021,44389,Australia tour of West Indies,3,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Australia,bat,CH Gayle,JS Wilson,LS Reifer,GO Brathwaite,N Duguid,RB Richardson,West Indies,0,6
1263159,Australia,West Indies,male,2021,44391,Australia tour of West Indies,4,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,Australia,bat,MR Marsh,GO Brathwaite,PA Gustard,N Duguid,JS Wilson,RB Richardson,Australia,4,0
1263160,Pakistan,West Indies,male,2021,44408,Pakistan tour of West Indies,2,"Providence Stadium, Guyana",Providence,West Indies,field,Mohammad Hafeez,LS Reifer,PA Gustard,GO Brathwaite,N Duguid,RB Richardson,Pakistan,0,7
1263165,West Indies,Australia,male,2021,44393,Australia tour of West Indies,5,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,West Indies,bat,E Lewis,LS Reifer,N Duguid,PA Gustard,GO Brathwaite,RB Richardson,West Indies,16,0
1263471,Australia,Sri Lanka,male,2021/22,44603,Sri Lanka tour of Australia,1,Sydney Cricket Ground,Sydney,Sri Lanka,field,A Zampa,SJ Nogajski,SAJ Craig,DM Koch,RJ Tucker,DC Boon,Australia,20,0
1263472,Australia,Sri Lanka,male,2021/22,44605,Sri Lanka tour of Australia,2,Sydney Cricket Ground,Sydney,Sri Lanka,field,JR Hazlewood,DM Koch,RJ Tucker,GA Abood,SAJ Craig,DC Boon,Australia,0,0
1263473,Sri Lanka,Australia,male,2021/22,44607,Sri Lanka tour of Australia,3,"Manuka Oval, Canberra",Canberra,Australia,field,KW Richardson,RJ Tucker,SAJ Craig,DM Koch,SJ Nogajski,DC Boon,Australia,0,6
1263474,Sri Lanka,Australia,male,2021/22,44610,Sri Lanka tour of Australia,4,Melbourne Cricket Ground,Melbourne,Australia,field,GJ Maxwell,RJ Tucker,SJ Nogajski,SAJ Craig,DM Koch,DC Boon,Australia,0,6
1263475,Australia,Sri Lanka,male,2021/21,,,,Melbourne Cricket Ground,Melbourne,Australia,bat,BKG Mendis,,,,,,Sri Lanka,0,5
1267680,Zimbabwe,Bangladesh,male,2021,44399,Bangladesh tour of Zimbabwe,1,Harare Sports Club,Harare,Zimbabwe,bat,Soumya Sarkar,C Phiri,L Rusere,F Mutizwa,I Chabi,AJ Pycroft,Bangladesh,0,8
1267681,Zimbabwe,Bangladesh,male,2021,44400,Bangladesh tour of Zimbabwe,2,Harare Sports Club,Harare,Zimbabwe,bat,W Madhevere,F Mutizwa,I Chabi,C Phiri,L Rusere,AJ Pycroft,Zimbabwe,23,0
1267682,Zimbabwe,Bangladesh,male,2021,44402,Bangladesh tour of Zimbabwe,3,Harare Sports Club,Harare,Zimbabwe,bat,Soumya Sarkar,I Chabi,L Rusere,C Phiri,F Mutizwa,AJ Pycroft,Bangladesh,0,5
1270834,Bangladesh,Australia,male,2021,44411,Australia tour of Bangladesh,1,"Shere Bangla National Stadium, Mirpur",Dhaka,Australia,field,Nasum Ahmed,Masudur Rahman,Sharfuddoula,Tanvir Ahmed,Gazi Sohel,Neeyamur Rashid,Bangladesh,23,0
1270835,Australia,Bangladesh,male,2021,44412,Australia tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,Australia,bat,Afif Hossain,Masudur Rahman,Tanvir Ahmed,Gazi Sohel,Sharfuddoula,Neeyamur Rashid,Bangladesh,0,5
1270836,Bangladesh,Australia,male,2021,44414,Australia tour of Bangladesh,3,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Mahmudullah,Gazi Sohel,Sharfuddoula,Tanvir Ahmed,Masudur Rahman,Neeyamur Rashid,Bangladesh,10,0
1270837,Bangladesh,Australia,male,2021,44415,Australia tour of Bangladesh,4,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,MJ Swepson,Gazi Sohel,Masudur Rahman,Sharfuddoula,Tanvir Ahmed,Neeyamur Rashid,Australia,0,3
1270838,Bangladesh,Australia,male,2021,44417,Australia tour of Bangladesh,5,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Shakib Al Hasan,Sharfuddoula,Tanvir Ahmed,Masudur Rahman,Gazi Sohel,Neeyamur Rashid,Bangladesh,60,0
1271630,South Africa,Sri Lanka,male,2021,44449,South Africa tour of Sri Lanka,1,"R Premadasa Stadium, Colombo",Colombo,South Africa,bat,AK Markram,HDPK Dharmasena,RMPJ Rambukwella,RR Wimalasiri,RSA Palliyaguruge,RS Madugalle,South Africa,28,0
1271631,Sri Lanka,South Africa,male,2021,44451,South Africa tour of Sri Lanka,2,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,bat,T Shamsi,RR Wimalasiri,RSA Palliyaguruge,RMPJ Rambukwella,HDPK Dharmasena,RS Madugalle,South Africa,0,9
1271632,Sri Lanka,South Africa,male,2021,44453,South Africa tour of Sri Lanka,3,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,bat,Q de Kock,HDPK Dharmasena,RSA Palliyaguruge,LE Hannibal,RMPJ Rambukwella,RS Madugalle,South Africa,0,10
1272093,New Zealand,Bangladesh,male,2021,44440,New Zealand tour of Bangladesh,1,"Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,bat,Shakib Al Hasan,Gazi Sohel,Sharafudoulla,Tanvir Ahmed,Masudur Rahman,Neeyamur Rashid,Bangladesh,0,7
1272094,Bangladesh,New Zealand,male,2021,44442,New Zealand tour of Bangladesh,2,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Mahmudullah,Masudur Rahman,Tanvir Ahmed,Gazi Sohel,Sharfuddoula,Neeyamur Rashid,Bangladesh,0,4
1272095,New Zealand,Bangladesh,male,2021,44444,New Zealand tour of Bangladesh,3,"Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,bat,AY Patel,Masudur Rahman,Sharfuddoula,Tanvir Ahmed,Gazi Sohel,Neeyamur Rashid,New Zealand,52,0
1272096,New Zealand,Bangladesh,male,2021,44447,New Zealand tour of Bangladesh,4,"Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,bat,Nasum Ahmed,Gazi Sohel,Tanvir Ahmed,Sharfuddoula,Masudur Rahman,Neeyamur Rashid,Bangladesh,0,6
1272097,New Zealand,Bangladesh,male,2021,44449,New Zealand tour of Bangladesh,5,"Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,bat,TWM Latham,Sharfuddoula,Tanvir Ahmed,Masudur Rahman,Gazi Sohel,Neeyamur Rashid,New Zealand,27,0
1272373,Zimbabwe,Ireland,male,2021,44435,Zimbabwe tour of Ireland and Scotland,1,"Castle Avenue, Dublin",Dublin,Ireland,field,RW Chakabva,PA Reynolds,R Black,AJ Neill,M Hawthorne,K Gallagher,Zimbabwe,3,0
1272374,Zimbabwe,Ireland,male,2021,44437,Zimbabwe tour of Ireland and Scotland,2,"Castle Avenue, Dublin",Dublin,Zimbabwe,bat,KJ O'Brien,AJ Neill,M Hawthorne,PA Reynolds,R Black,K Gallagher,Ireland,0,7
1272375,Ireland,Zimbabwe,male,2021,44440,Zimbabwe tour of Ireland and Scotland,3,"Bready Cricket Club, Magheramason, Bready",Bready,Zimbabwe,field,PR Stirling,AJ Neill,R Black,M Hawthorne,PA Reynolds,K Gallagher,Ireland,40,0
1272376,Ireland,Zimbabwe,male,2021,44441,Zimbabwe tour of Ireland and Scotland,4,"Bready Cricket Club, Magheramason, Bready",Bready,Zimbabwe,field,MR Adair,M Hawthorne,PA Reynolds,R Black,AJ Neill,K Gallagher,Ireland,64,0
1272377,Zimbabwe,Ireland,male,2021,44443,Zimbabwe tour of Ireland and Scotland,5,"Bready Cricket Club, Magheramason, Bready",Bready,Zimbabwe,bat,CR Ervine,AJ Neill,R Black,PA Reynolds,M Hawthorne,K Gallagher,Zimbabwe,5,0
1273272,Zimbabwe,Scotland,male,2021,44456,Zimbabwe tour of Ireland and Scotland,2,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Zimbabwe,bat,0,DH Mclean,M Hawthorne,DA Haggo,DT Jukes,0,Zimbabwe,10,0
1273273,Scotland,Zimbabwe,male,2021,44458,Zimbabwe tour of Ireland and Scotland,3,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,bat,0,M Hawthorne,DA Haggo,M Hawthorne,DH Mclean,DT Jukes,Zimbabwe,0,6
1273713,Scotland,Bangladesh,male,2021/22,44486,ICC Men's T20 World Cup,2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bangladesh,field,CN Greaves,Ahsan Raza,RA Kettleborough,HDPK Dharmasena,CB Gaffaney,RS Madugalle,Scotland,6,0
1273714,Netherlands,Ireland,male,2021/22,44487,ICC Men's T20 World Cup,3,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Netherlands,bat,C Campher,M Erasmus,RJ Tucker,PR Reiffel,AT Holdstock,DC Boon,Ireland,0,7
1273715,Namibia,Sri Lanka,male,2021/22,44487,ICC Men's T20 World Cup,4,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Sri Lanka,field,M Theekshana,AT Holdstock,PR Reiffel,M Erasmus,RJ Tucker,DC Boon,Sri Lanka,0,7
1273716,Scotland,Papua New Guinea,male,2021/22,44488,ICC Men's T20 World Cup,5,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,bat,RD Berrington,HDPK Dharmasena,RA Kettleborough,CB Gaffaney,Ahsan Raza,RS Madugalle,Scotland,17,0
1273717,Bangladesh,Oman,male,2021/22,44488,ICC Men's T20 World Cup,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bangladesh,bat,Shakib Al Hasan,Ahsan Raza,CB Gaffaney,RA Kettleborough,HDPK Dharmasena,RS Madugalle,Bangladesh,26,0
1273718,Netherlands,Namibia,male,2021/22,44489,ICC Men's T20 World Cup,7,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Namibia,field,D Wiese,L Rusere,MA Gough,P Wilson,Nitin Menon,J Srinath,Namibia,0,6
1273719,Sri Lanka,Ireland,male,2021/22,44489,ICC Men's T20 World Cup,8,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Ireland,field,PWH de Silva,Nitin Menon,P Wilson,L Rusere,MA Gough,J Srinath,Sri Lanka,70,0
1273720,Bangladesh,Papua New Guinea,male,2021/22,44490,ICC Men's T20 World Cup,9,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bangladesh,bat,Shakib Al Hasan,HDPK Dharmasena,RA Kettleborough,Ahsan Raza,CB Gaffaney,RS Madugalle,Bangladesh,84,0
1273722,Ireland,Namibia,male,2021/22,44491,ICC Men's T20 World Cup,11,Sharjah Cricket Stadium,Sharjah,Ireland,bat,D Wiese,Aleem Dar,CM Brown,JS Wilson,RK Illingworth,JJ Crowe,Namibia,0,8
1273723,Netherlands,Sri Lanka,male,2021/22,44491,ICC Men's T20 World Cup,12,Sharjah Cricket Stadium,Sharjah,Sri Lanka,field,CBRLS Kumara,JS Wilson,RK Illingworth,CM Brown,Aleem Dar,JJ Crowe,Sri Lanka,0,8
1273724,South Africa,Australia,male,2021/22,44492,ICC Men's T20 World Cup,13,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Australia,field,JR Hazlewood,MA Gough,Nitin Menon,Ahsan Raza,L Rusere,J Srinath,Australia,0,5
1273725,West Indies,England,male,2021/22,44492,ICC Men's T20 World Cup,14,Dubai International Cricket Stadium,Dubai,England,field,MM Ali,Aleem Dar,M Erasmus,P Wilson,CM Brown,DC Boon,England,0,6
1273726,Bangladesh,Sri Lanka,male,2021/22,44493,ICC Men's T20 World Cup,15,Sharjah Cricket Stadium,Sharjah,Sri Lanka,field,KIC Asalanka,AT Holdstock,JS Wilson,RJ Tucker,MA Gough,J Srinath,Sri Lanka,0,5
1273727,India,Pakistan,male,2021/22,44493,ICC Men's T20 World Cup,16,Dubai International Cricket Stadium,Dubai,Pakistan,field,Shaheen Shah Afridi,CB Gaffaney,M Erasmus,PR Reiffel,RK Illingworth,DC Boon,Pakistan,0,10
1273728,Afghanistan,Scotland,male,2021/22,44494,ICC Men's T20 World Cup,17,Sharjah Cricket Stadium,Sharjah,Afghanistan,bat,Mujeeb Ur Rahman,HDPK Dharmasena,P Wilson,MA Gough,RA Kettleborough,JJ Crowe,Afghanistan,130,0
1273729,West Indies,South Africa,male,2021/22,44495,ICC Men's T20 World Cup,18,Dubai International Cricket Stadium,Dubai,South Africa,field,A Nortje,Aleem Dar,PR Reiffel,CB Gaffaney,CM Brown,DC Boon,South Africa,0,8
1273730,New Zealand,Pakistan,male,2021/22,44495,ICC Men's T20 World Cup,19,Sharjah Cricket Stadium,Sharjah,Pakistan,field,Haris Rauf,MA Gough,RA Kettleborough,HDPK Dharmasena,P Wilson,RS Madugalle,Pakistan,0,5
1273731,Bangladesh,England,male,2021/22,44496,ICC Men's T20 World Cup,20,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Bangladesh,bat,JJ Roy,L Rusere,Nitin Menon,AT Holdstock,RJ Tucker,J Srinath,England,0,8
1273732,Scotland,Namibia,male,2021/22,44496,ICC Men's T20 World Cup,21,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Namibia,field,R Trumpelmann,AT Holdstock,RJ Tucker,L Rusere,Nitin Menon,J Srinath,Namibia,0,4
1273733,Sri Lanka,Australia,male,2021/22,44497,ICC Men's T20 World Cup,22,Dubai International Cricket Stadium,Dubai,Australia,field,A Zampa,Aleem Dar,RK Illingworth,JS Wilson,M Erasmus,JJ Crowe,Australia,0,7
1273734,West Indies,Bangladesh,male,2021/22,44498,ICC Men's T20 World Cup,23,Sharjah Cricket Stadium,Sharjah,Bangladesh,field,N Pooran,AT Holdstock,RJ Tucker,M Erasmus,PR Reiffel,RS Madugalle,West Indies,3,0
1273735,Afghanistan,Pakistan,male,2021/22,44498,ICC Men's T20 World Cup,24,Dubai International Cricket Stadium,Dubai,Afghanistan,bat,Asif Ali,CM Brown,JS Wilson,Nitin Menon,L Rusere,DC Boon,Pakistan,0,5
1273736,Sri Lanka,South Africa,male,2021/22,44499,ICC Men's T20 World Cup,25,Sharjah Cricket Stadium,Sharjah,South Africa,field,T Shamsi,JS Wilson,P Wilson,CM Brown,Ahsan Raza,JJ Crowe,South Africa,0,4
1273737,Australia,England,male,2021/22,44499,ICC Men's T20 World Cup,26,Dubai International Cricket Stadium,Dubai,England,field,CJ Jordan,M Erasmus,Nitin Menon,Aleem Dar,HDPK Dharmasena,RS Madugalle,England,0,8
1273738,Afghanistan,Namibia,male,2021/22,44500,ICC Men's T20 World Cup,27,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Afghanistan,bat,Naveen-ul-Haq,Ahsan Raza,CB Gaffaney,RK Illingworth,PR Reiffel,J Srinath,Afghanistan,62,0
1273739,India,New Zealand,male,2021/22,44500,ICC Men's T20 World Cup,28,Dubai International Cricket Stadium,Dubai,New Zealand,field,IS Sodhi,M Erasmus,RA Kettleborough,L Rusere,AT Holdstock,RS Madugalle,New Zealand,0,8
1273740,England,Sri Lanka,male,2021/22,44501,ICC Men's T20 World Cup,29,Sharjah Cricket Stadium,Sharjah,Sri Lanka,field,JC Buttler,AT Holdstock,RJ Tucker,Nitin Menon,JS Wilson,DC Boon,England,26,0
1273741,Bangladesh,South Africa,male,2021/22,44502,ICC Men's T20 World Cup,30,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,South Africa,field,K Rabada,PR Reiffel,RK Illingworth,CB Gaffaney,CM Brown,JJ Crowe,South Africa,0,6
1273742,Pakistan,Namibia,male,2021/22,,,,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Pakistan,bat,Mohammad Rizwan,,,,,,Pakistan,45,0
1273743,New Zealand,Scotland,male,2021/22,44503,ICC Men's T20 World Cup,32,Dubai International Cricket Stadium,Dubai,Scotland,field,MJ Guptill,Ahsan Raza,M Erasmus,P Wilson,Nitin Menon,J Srinath,New Zealand,16,0
1273744,India,Afghanistan,male,2021/22,44503,ICC Men's T20 World Cup,33,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Afghanistan,field,RG Sharma,PR Reiffel,RA Kettleborough,L Rusere,Aleem Dar,DC Boon,India,66,0
1273745,Bangladesh,Australia,male,2021/22,44504,ICC Men's T20 World Cup,34,Dubai International Cricket Stadium,Dubai,Australia,field,A Zampa,HDPK Dharmasena,Nitin Menon,CM Brown,JS Wilson,JJ Crowe,Australia,0,8
1273746,Sri Lanka,West Indies,male,2021/22,44504,ICC Men's T20 World Cup,35,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,West Indies,field,KIC Asalanka,Aleem Dar,L Rusere,RA Kettleborough,P Wilson,DC Boon,Sri Lanka,20,0
1273747,New Zealand,Namibia,male,2021/22,44505,ICC Men's T20 World Cup,36,Sharjah Cricket Stadium,Sharjah,Namibia,field,JDS Neesham,PR Reiffel,P Wilson,Nitin Menon,Ahsan Raza,RS Madugalle,New Zealand,52,0
1273748,Scotland,India,male,2021/22,44505,ICC Men's T20 World Cup,37,Dubai International Cricket Stadium,Dubai,India,field,RA Jadeja,M Erasmus,RJ Tucker,AT Holdstock,JS Wilson,JJ Crowe,India,0,8
1273749,West Indies,Australia,male,2021/22,44506,ICC Men's T20 World Cup,38,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Australia,field,DA Warner,L Rusere,RK Illingworth,AT Holdstock,Aleem Dar,J Srinath,Australia,0,8
1273750,South Africa,England,male,2021/22,44506,ICC Men's T20 World Cup,39,Sharjah Cricket Stadium,Sharjah,England,field,HE van der Dussen,CM Brown,JS Wilson,RJ Tucker,0,DC Boon,South Africa,10,0
